huc8,source_author,source_gage,source_sensor,wy,wy_mo,cy,cy_mo,mo_days,wy_type,af,cfs
McCloud,CDEC,MSS,65,1935,8,1935,5,31,BN,119200,1938.602151
McCloud,CDEC,MSS,65,1935,9,1935,6,30,BN,68810,1156.390278
McCloud,CDEC,MSS,65,1935,10,1935,7,31,BN,53370,867.9798387
McCloud,CDEC,MSS,65,1935,11,1935,8,31,BN,47200,767.6344086
McCloud,CDEC,MSS,65,1935,12,1935,9,30,BN,43500,731.0416667
McCloud,CDEC,MSS,65,1936,1,1935,10,31,BN,45300,736.733871
McCloud,CDEC,MSS,65,1936,2,1935,11,30,BN,43030,723.1430556
McCloud,CDEC,MSS,65,1936,3,1935,12,31,BN,49060,797.8844086
McCloud,CDEC,MSS,65,1936,4,1936,1,32,BN,156900,2471.992188
McCloud,CDEC,MSS,65,1936,5,1936,2,29,BN,244000,4241.954023
McCloud,CDEC,MSS,65,1936,6,1936,3,32,BN,114700,1807.122396
McCloud,CDEC,MSS,65,1936,7,1936,4,31,BN,101700,1653.991935
McCloud,CDEC,MSS,65,1936,8,1936,5,32,BN,84260,1327.533854
McCloud,CDEC,MSS,65,1936,9,1936,6,31,BN,77400,1258.790323
McCloud,CDEC,MSS,65,1936,10,1936,7,32,BN,55320,871.578125
McCloud,CDEC,MSS,65,1936,11,1936,8,32,BN,47060,741.4401042
McCloud,CDEC,MSS,65,1936,12,1936,9,31,BN,43380,705.5080645
McCloud,CDEC,MSS,65,1937,1,1936,10,32,BN,43910,691.8111979
McCloud,CDEC,MSS,65,1937,2,1936,11,31,BN,42370,689.0819892
McCloud,CDEC,MSS,65,1937,3,1936,12,32,BN,44120,695.1197917
McCloud,CDEC,MSS,65,1937,4,1937,1,31,BN,43980,715.266129
McCloud,CDEC,MSS,65,1937,5,1937,2,28,BN,58200,1047.946429
McCloud,CDEC,MSS,65,1937,6,1937,3,31,BN,157800,2566.370968
McCloud,CDEC,MSS,65,1937,7,1937,4,30,BN,196000,3293.888889
McCloud,CDEC,MSS,65,1937,8,1937,5,31,BN,131300,2135.389785
McCloud,CDEC,MSS,65,1937,9,1937,6,30,BN,85370,1434.690278
McCloud,CDEC,MSS,65,1937,10,1937,7,31,BN,58150,945.719086
McCloud,CDEC,MSS,65,1937,11,1937,8,31,BN,48720,792.3548387
McCloud,CDEC,MSS,65,1937,12,1937,9,30,BN,44460,747.175
McCloud,CDEC,MSS,65,1938,1,1937,10,31,BN,48690,791.8669355
McCloud,CDEC,MSS,65,1938,2,1937,11,30,W,174900,2939.291667
McCloud,CDEC,MSS,65,1938,3,1937,12,31,W,220800,3590.967742
McCloud,CDEC,MSS,65,1938,4,1938,1,31,W,126800,2062.204301
McCloud,CDEC,MSS,65,1938,5,1938,2,28,W,358300,6451.532738
McCloud,CDEC,MSS,65,1938,6,1938,3,31,W,358400,5828.817204
McCloud,CDEC,MSS,65,1938,7,1938,4,30,W,261300,4391.291667
McCloud,CDEC,MSS,65,1938,8,1938,5,31,W,242500,3943.884409
McCloud,CDEC,MSS,65,1938,9,1938,6,30,W,142800,2399.833333
McCloud,CDEC,MSS,65,1938,10,1938,7,31,W,97470,1585.197581
McCloud,CDEC,MSS,65,1938,11,1938,8,31,W,79580,1294.244624
McCloud,CDEC,MSS,65,1938,12,1938,9,30,W,69600,1169.666667
McCloud,CDEC,MSS,65,1939,1,1938,10,31,W,73690,1198.452957
McCloud,CDEC,MSS,65,1939,2,1938,11,30,D,73690,1238.401389
McCloud,CDEC,MSS,65,1939,3,1938,12,31,D,95070,1546.165323
McCloud,CDEC,MSS,65,1939,4,1939,1,31,D,85430,1389.385753
McCloud,CDEC,MSS,65,1939,5,1939,2,28,D,75910,1366.831845
McCloud,CDEC,MSS,65,1939,6,1939,3,31,D,149500,2431.384409
McCloud,CDEC,MSS,65,1939,7,1939,4,30,D,91520,1538.044444
McCloud,CDEC,MSS,65,1939,8,1939,5,31,D,73860,1201.217742
McCloud,CDEC,MSS,65,1939,9,1939,6,30,D,58920,990.1833333
McCloud,CDEC,MSS,65,1939,10,1939,7,31,D,54820,891.561828
McCloud,CDEC,MSS,65,1939,11,1939,8,31,D,51670,840.3319892
McCloud,CDEC,MSS,65,1939,12,1939,9,30,D,49790,836.7486111
McCloud,CDEC,MSS,65,1940,1,1939,10,31,D,51330,834.8024194
McCloud,CDEC,MSS,65,1940,2,1939,11,30,AN,49470,831.3708333
McCloud,CDEC,MSS,65,1940,3,1939,12,31,AN,86470,1406.299731
McCloud,CDEC,MSS,65,1940,4,1940,1,32,AN,249600,3932.5
McCloud,CDEC,MSS,65,1940,5,1940,2,29,AN,420800,7315.632184
McCloud,CDEC,MSS,65,1940,6,1940,3,32,AN,328300,5172.434896
McCloud,CDEC,MSS,65,1940,7,1940,4,31,AN,222900,3625.120968
McCloud,CDEC,MSS,65,1940,8,1940,5,32,AN,109900,1731.497396
McCloud,CDEC,MSS,65,1940,9,1940,6,31,AN,80110,1302.864247
McCloud,CDEC,MSS,65,1940,10,1940,7,32,AN,68650,1081.595052
McCloud,CDEC,MSS,65,1940,11,1940,8,32,AN,63110,994.3111979
McCloud,CDEC,MSS,65,1940,12,1940,9,31,AN,59430,966.5362903
McCloud,CDEC,MSS,65,1941,1,1940,10,32,AN,60460,952.5598958
McCloud,CDEC,MSS,65,1941,2,1940,11,31,W,61170,994.8346774
McCloud,CDEC,MSS,65,1941,3,1940,12,32,W,268300,4227.122396
McCloud,CDEC,MSS,65,1941,4,1941,1,31,W,332800,5412.473118
McCloud,CDEC,MSS,65,1941,5,1941,2,28,W,276600,4980.446429
McCloud,CDEC,MSS,65,1941,6,1941,3,31,W,299200,4866.021505
McCloud,CDEC,MSS,65,1941,7,1941,4,30,W,326200,5481.972222
McCloud,CDEC,MSS,65,1941,8,1941,5,31,W,197400,3210.403226
McCloud,CDEC,MSS,65,1941,9,1941,6,30,W,125200,2104.055556
McCloud,CDEC,MSS,65,1941,10,1941,7,31,W,99230,1613.821237
McCloud,CDEC,MSS,65,1941,11,1941,8,31,W,84200,1369.38172
McCloud,CDEC,MSS,65,1941,12,1941,9,30,W,74700,1255.375
McCloud,CDEC,MSS,65,1942,1,1941,10,31,W,73880,1201.543011
McCloud,CDEC,MSS,65,1942,2,1941,11,30,W,72950,1225.965278
McCloud,CDEC,MSS,65,1942,3,1941,12,31,W,260900,4243.13172
McCloud,CDEC,MSS,65,1942,4,1942,1,31,W,260700,4239.879032
McCloud,CDEC,MSS,65,1942,5,1942,2,28,W,333100,5997.782738
McCloud,CDEC,MSS,65,1942,6,1942,3,31,W,123000,2000.403226
McCloud,CDEC,MSS,65,1942,7,1942,4,30,W,219200,3683.777778
McCloud,CDEC,MSS,65,1942,8,1942,5,31,W,168800,2745.268817
McCloud,CDEC,MSS,65,1942,9,1942,6,30,W,126000,2117.5
McCloud,CDEC,MSS,65,1942,10,1942,7,31,W,93540,1521.282258
McCloud,CDEC,MSS,65,1942,11,1942,8,31,W,81000,1317.33871
McCloud,CDEC,MSS,65,1942,12,1942,9,30,W,73820,1240.586111
McCloud,CDEC,MSS,65,1943,1,1942,10,31,W,75630,1230.004032
McCloud,CDEC,MSS,65,1943,2,1942,11,30,W,86020,1445.613889
McCloud,CDEC,MSS,65,1943,3,1942,12,31,W,108400,1762.956989
McCloud,CDEC,MSS,65,1943,4,1943,1,31,W,178400,2901.397849
McCloud,CDEC,MSS,65,1943,5,1943,2,28,W,142600,2567.64881
McCloud,CDEC,MSS,65,1943,6,1943,3,31,W,179200,2914.408602
McCloud,CDEC,MSS,65,1943,7,1943,4,30,W,155100,2606.541667
McCloud,CDEC,MSS,65,1943,8,1943,5,31,W,118600,1928.844086
McCloud,CDEC,MSS,65,1943,9,1943,6,30,W,93000,1562.916667
McCloud,CDEC,MSS,65,1943,10,1943,7,31,W,77360,1258.139785
McCloud,CDEC,MSS,65,1943,11,1943,8,31,W,70160,1141.043011
McCloud,CDEC,MSS,65,1943,12,1943,9,30,W,64660,1086.647222
McCloud,CDEC,MSS,65,1944,1,1943,10,31,W,37200,605
McCloud,CDEC,MSS,65,1944,2,1943,11,30,D,45900,771.375
McCloud,CDEC,MSS,65,1944,3,1943,12,31,D,64900,1055.497312
McCloud,CDEC,MSS,65,1944,4,1944,1,32,D,79700,1255.690104
McCloud,CDEC,MSS,65,1944,5,1944,2,29,D,98500,1712.428161
McCloud,CDEC,MSS,65,1944,6,1944,3,32,D,94200,1484.140625
McCloud,CDEC,MSS,65,1944,7,1944,4,31,D,95800,1558.037634
McCloud,CDEC,MSS,65,1944,8,1944,5,32,D,74400,1172.1875
McCloud,CDEC,MSS,65,1944,9,1944,6,31,D,51000,829.4354839
McCloud,CDEC,MSS,65,1944,10,1944,7,32,D,41400,652.265625
McCloud,CDEC,MSS,65,1944,11,1944,8,32,D,37300,587.6692708
McCloud,CDEC,MSS,65,1944,12,1944,9,31,D,34800,565.9677419
McCloud,CDEC,MSS,65,1945,1,1944,10,32,D,52900,833.4505208
McCloud,CDEC,MSS,65,1945,2,1944,11,31,BN,65200,1060.376344
McCloud,CDEC,MSS,65,1945,3,1944,12,32,BN,92200,1452.630208
McCloud,CDEC,MSS,65,1945,4,1945,1,31,BN,113200,1841.021505
McCloud,CDEC,MSS,65,1945,5,1945,2,28,BN,139900,2519.032738
McCloud,CDEC,MSS,65,1945,6,1945,3,31,BN,133700,2174.422043
McCloud,CDEC,MSS,65,1945,7,1945,4,30,BN,136100,2287.236111
McCloud,CDEC,MSS,65,1945,8,1945,5,31,BN,105600,1717.419355
McCloud,CDEC,MSS,65,1945,9,1945,6,30,BN,72400,1216.722222
McCloud,CDEC,MSS,65,1945,10,1945,7,31,BN,58800,956.2903226
McCloud,CDEC,MSS,65,1945,11,1945,8,31,BN,53000,861.9623656
McCloud,CDEC,MSS,65,1945,12,1945,9,30,BN,49500,831.875
McCloud,CDEC,MSS,65,1946,1,1945,10,31,BN,64340,1046.389785
McCloud,CDEC,MSS,65,1946,2,1945,11,30,BN,103500,1739.375
McCloud,CDEC,MSS,65,1946,3,1945,12,31,BN,230300,3745.47043
McCloud,CDEC,MSS,65,1946,4,1946,1,31,BN,145000,2358.198925
McCloud,CDEC,MSS,65,1946,5,1946,2,28,BN,85820,1545.270833
McCloud,CDEC,MSS,65,1946,6,1946,3,31,BN,117400,1909.327957
McCloud,CDEC,MSS,65,1946,7,1946,4,30,BN,125100,2102.375
McCloud,CDEC,MSS,65,1946,8,1946,5,31,BN,109400,1779.22043
McCloud,CDEC,MSS,65,1946,9,1946,6,30,BN,77120,1296.044444
McCloud,CDEC,MSS,65,1946,10,1946,7,31,BN,67300,1094.52957
McCloud,CDEC,MSS,65,1946,11,1946,8,31,BN,61150,994.5094086
McCloud,CDEC,MSS,65,1946,12,1946,9,30,BN,56720,953.2111111
McCloud,CDEC,MSS,65,1947,1,1946,10,31,BN,58100,944.905914
McCloud,CDEC,MSS,65,1947,2,1946,11,30,D,68850,1157.0625
McCloud,CDEC,MSS,65,1947,3,1946,12,31,D,69450,1129.495968
McCloud,CDEC,MSS,65,1947,4,1947,1,31,D,57880,941.327957
McCloud,CDEC,MSS,65,1947,5,1947,2,28,D,86320,1554.27381
McCloud,CDEC,MSS,65,1947,6,1947,3,31,D,133800,2176.048387
McCloud,CDEC,MSS,65,1947,7,1947,4,30,D,93620,1573.336111
McCloud,CDEC,MSS,65,1947,8,1947,5,31,D,66740,1085.422043
McCloud,CDEC,MSS,65,1947,9,1947,6,30,D,103200,1734.333333
McCloud,CDEC,MSS,65,1947,10,1947,7,31,D,60890,990.280914
McCloud,CDEC,MSS,65,1947,11,1947,8,31,D,55130,896.6034946
McCloud,CDEC,MSS,65,1947,12,1947,9,30,D,50950,856.2430556
McCloud,CDEC,MSS,65,1948,1,1947,10,31,D,63650,1035.168011
McCloud,CDEC,MSS,65,1948,2,1947,11,30,BN,56490,949.3458333
McCloud,CDEC,MSS,65,1948,3,1947,12,31,BN,54910,893.0255376
McCloud,CDEC,MSS,65,1948,4,1948,1,32,BN,146500,2308.138021
McCloud,CDEC,MSS,65,1948,5,1948,2,29,BN,59830,1040.147989
McCloud,CDEC,MSS,65,1948,6,1948,3,32,BN,86060,1355.893229
McCloud,CDEC,MSS,65,1948,7,1948,4,31,BN,184300,2997.352151
McCloud,CDEC,MSS,65,1948,8,1948,5,32,BN,157300,2478.294271
McCloud,CDEC,MSS,65,1948,9,1948,6,31,BN,102000,1658.870968
McCloud,CDEC,MSS,65,1948,10,1948,7,32,BN,70630,1112.790365
McCloud,CDEC,MSS,65,1948,11,1948,8,32,BN,61750,972.8841146
McCloud,CDEC,MSS,65,1948,12,1948,9,31,BN,57230,930.7567204
McCloud,CDEC,MSS,65,1949,1,1948,10,32,BN,57880,911.9114583
McCloud,CDEC,MSS,65,1949,2,1948,11,31,D,58190,946.3696237
McCloud,CDEC,MSS,65,1949,3,1948,12,32,D,60830,958.3893229
McCloud,CDEC,MSS,65,1949,4,1949,1,31,D,55540,903.2715054
McCloud,CDEC,MSS,65,1949,5,1949,2,28,D,69950,1259.516369
McCloud,CDEC,MSS,65,1949,6,1949,3,31,D,175400,2852.607527
McCloud,CDEC,MSS,65,1949,7,1949,4,30,D,122500,2058.680556
McCloud,CDEC,MSS,65,1949,8,1949,5,31,D,91620,1490.056452
McCloud,CDEC,MSS,65,1949,9,1949,6,30,D,63610,1069.001389
McCloud,CDEC,MSS,65,1949,10,1949,7,31,D,57460,934.4973118
McCloud,CDEC,MSS,65,1949,11,1949,8,31,D,54360,884.0806452
McCloud,CDEC,MSS,65,1949,12,1949,9,30,D,51430,864.3097222
McCloud,CDEC,MSS,65,1950,1,1949,10,31,D,52610,855.6196237
McCloud,CDEC,MSS,65,1950,2,1949,11,30,BN,51780,870.1916667
McCloud,CDEC,MSS,65,1950,3,1949,12,31,BN,52610,855.6196237
McCloud,CDEC,MSS,65,1950,4,1950,1,31,BN,78510,1276.842742
McCloud,CDEC,MSS,65,1950,5,1950,2,28,BN,93000,1674.553571
McCloud,CDEC,MSS,65,1950,6,1950,3,31,BN,113600,1847.526882
McCloud,CDEC,MSS,65,1950,7,1950,4,30,BN,121700,2045.236111
McCloud,CDEC,MSS,65,1950,8,1950,5,31,BN,92410,1502.90457
McCloud,CDEC,MSS,65,1950,9,1950,6,30,BN,63940,1074.547222
McCloud,CDEC,MSS,65,1950,10,1950,7,31,BN,55430,901.4825269
McCloud,CDEC,MSS,65,1950,11,1950,8,31,BN,52360,851.5537634
McCloud,CDEC,MSS,65,1950,12,1950,9,30,BN,49900,838.5972222
McCloud,CDEC,MSS,65,1951,1,1950,10,31,BN,116700,1897.943548
McCloud,CDEC,MSS,65,1951,2,1950,11,30,AN,128600,2161.194444
McCloud,CDEC,MSS,65,1951,3,1950,12,31,AN,197800,3216.908602
McCloud,CDEC,MSS,65,1951,4,1951,1,31,AN,119800,1948.360215
McCloud,CDEC,MSS,65,1951,5,1951,2,28,AN,168700,3037.604167
McCloud,CDEC,MSS,65,1951,6,1951,3,31,AN,116200,1889.811828
McCloud,CDEC,MSS,65,1951,7,1951,4,30,AN,106600,1791.472222
McCloud,CDEC,MSS,65,1951,8,1951,5,31,AN,103400,1681.639785
McCloud,CDEC,MSS,65,1951,9,1951,6,30,AN,69980,1176.052778
McCloud,CDEC,MSS,65,1951,10,1951,7,31,AN,62800,1021.344086
McCloud,CDEC,MSS,65,1951,11,1951,8,31,AN,58600,953.0376344
McCloud,CDEC,MSS,65,1951,12,1951,9,30,AN,54710,919.4319444
McCloud,CDEC,MSS,65,1952,1,1951,10,31,AN,58690,954.5013441
McCloud,CDEC,MSS,65,1952,2,1951,11,30,W,78330,1316.379167
McCloud,CDEC,MSS,65,1952,3,1951,12,31,W,188700,3068.91129
McCloud,CDEC,MSS,65,1952,4,1952,1,32,W,114200,1799.244792
McCloud,CDEC,MSS,65,1952,5,1952,2,29,W,164400,2858.103448
McCloud,CDEC,MSS,65,1952,6,1952,3,32,W,135300,2131.679688
McCloud,CDEC,MSS,65,1952,7,1952,4,31,W,186200,3028.252688
McCloud,CDEC,MSS,65,1952,8,1952,5,32,W,166800,2627.96875
McCloud,CDEC,MSS,65,1952,9,1952,6,31,W,100000,1626.344086
McCloud,CDEC,MSS,65,1952,10,1952,7,32,W,81040,1276.802083
McCloud,CDEC,MSS,65,1952,11,1952,8,32,W,71290,1123.188802
McCloud,CDEC,MSS,65,1952,12,1952,9,31,W,64190,1043.950269
McCloud,CDEC,MSS,65,1953,1,1952,10,32,W,63310,997.4622396
McCloud,CDEC,MSS,65,1953,2,1952,11,31,W,60700,987.1908602
McCloud,CDEC,MSS,65,1953,3,1952,12,32,W,96000,1512.5
McCloud,CDEC,MSS,65,1953,4,1953,1,31,W,278300,4526.115591
McCloud,CDEC,MSS,65,1953,5,1953,2,28,W,99350,1788.891369
McCloud,CDEC,MSS,65,1953,6,1953,3,31,W,120200,1954.865591
McCloud,CDEC,MSS,65,1953,7,1953,4,30,W,126000,2117.5
McCloud,CDEC,MSS,65,1953,8,1953,5,31,W,130200,2117.5
McCloud,CDEC,MSS,65,1953,9,1953,6,30,W,104100,1749.458333
McCloud,CDEC,MSS,65,1953,10,1953,7,31,W,80350,1306.767473
McCloud,CDEC,MSS,65,1953,11,1953,8,31,W,71170,1157.469086
McCloud,CDEC,MSS,65,1953,12,1953,9,30,W,65400,1099.083333
McCloud,CDEC,MSS,65,1954,1,1953,10,31,W,66550,1082.331989
McCloud,CDEC,MSS,65,1954,2,1953,11,30,AN,82210,1381.584722
McCloud,CDEC,MSS,65,1954,3,1953,12,31,AN,79560,1293.919355
McCloud,CDEC,MSS,65,1954,4,1954,1,31,AN,150800,2452.526882
McCloud,CDEC,MSS,65,1954,5,1954,2,28,AN,203100,3657.008929
McCloud,CDEC,MSS,65,1954,6,1954,3,31,AN,187100,3042.889785
McCloud,CDEC,MSS,65,1954,7,1954,4,30,AN,225600,3791.333333
McCloud,CDEC,MSS,65,1954,8,1954,5,31,AN,128500,2089.852151
McCloud,CDEC,MSS,65,1954,9,1954,6,30,AN,89810,1509.306944
McCloud,CDEC,MSS,65,1954,10,1954,7,31,AN,78450,1275.866935
McCloud,CDEC,MSS,65,1954,11,1954,8,31,AN,72790,1183.81586
McCloud,CDEC,MSS,65,1954,12,1954,9,30,AN,66570,1118.745833
McCloud,CDEC,MSS,65,1955,1,1954,10,31,AN,66820,1086.723118
McCloud,CDEC,MSS,65,1955,2,1954,11,30,D,74660,1254.702778
McCloud,CDEC,MSS,65,1955,3,1954,12,31,D,104200,1694.650538
McCloud,CDEC,MSS,65,1955,4,1955,1,31,D,74340,1209.024194
McCloud,CDEC,MSS,65,1955,5,1955,2,28,D,69980,1260.056548
McCloud,CDEC,MSS,65,1955,6,1955,3,31,D,81880,1331.650538
McCloud,CDEC,MSS,65,1955,7,1955,4,30,D,109100,1833.486111
McCloud,CDEC,MSS,65,1955,8,1955,5,31,D,118700,1930.47043
McCloud,CDEC,MSS,65,1955,9,1955,6,30,D,72400,1216.722222
McCloud,CDEC,MSS,65,1955,10,1955,7,31,D,61380,998.25
McCloud,CDEC,MSS,65,1955,11,1955,8,31,D,57230,930.7567204
McCloud,CDEC,MSS,65,1955,12,1955,9,30,D,54620,917.9194444
McCloud,CDEC,MSS,65,1956,1,1955,10,31,D,55300,899.3682796
McCloud,CDEC,MSS,65,1956,2,1955,11,30,W,61300,1030.180556
McCloud,CDEC,MSS,65,1956,3,1955,12,31,W,400400,6511.88172
McCloud,CDEC,MSS,65,1956,4,1956,1,32,W,261100,4113.684896
McCloud,CDEC,MSS,65,1956,5,1956,2,29,W,214700,3732.571839
McCloud,CDEC,MSS,65,1956,6,1956,3,32,W,146100,2301.835938
McCloud,CDEC,MSS,65,1956,7,1956,4,31,W,137900,2242.728495
McCloud,CDEC,MSS,65,1956,8,1956,5,32,W,144600,2278.203125
McCloud,CDEC,MSS,65,1956,9,1956,6,31,W,98700,1605.201613
McCloud,CDEC,MSS,65,1956,10,1956,7,32,W,83100,1309.257813
McCloud,CDEC,MSS,65,1956,11,1956,8,32,W,74900,1180.065104
McCloud,CDEC,MSS,65,1956,12,1956,9,31,W,68500,1114.045699
McCloud,CDEC,MSS,65,1957,1,1956,10,32,W,70800,1115.46875
McCloud,CDEC,MSS,65,1957,2,1956,11,31,AN,65700,1068.508065
McCloud,CDEC,MSS,65,1957,3,1956,12,32,AN,65400,1030.390625
McCloud,CDEC,MSS,65,1957,4,1957,1,31,AN,68800,1118.924731
McCloud,CDEC,MSS,65,1957,5,1957,2,28,AN,167400,3014.196429
McCloud,CDEC,MSS,65,1957,6,1957,3,31,AN,169700,2759.905914
McCloud,CDEC,MSS,65,1957,7,1957,4,30,AN,127400,2141.027778
McCloud,CDEC,MSS,65,1957,8,1957,5,31,AN,147700,2402.110215
McCloud,CDEC,MSS,65,1957,9,1957,6,30,AN,89500,1504.097222
McCloud,CDEC,MSS,65,1957,10,1957,7,31,AN,75200,1223.010753
McCloud,CDEC,MSS,65,1957,11,1957,8,31,AN,68800,1118.924731
McCloud,CDEC,MSS,65,1957,12,1957,9,30,AN,69000,1159.583333
McCloud,CDEC,MSS,65,1958,1,1957,10,31,AN,79600,1294.569892
McCloud,CDEC,MSS,65,1958,2,1957,11,30,W,77400,1300.75
McCloud,CDEC,MSS,65,1958,3,1957,12,31,W,131500,2138.642473
McCloud,CDEC,MSS,65,1958,4,1958,1,31,W,162000,2634.677419
McCloud,CDEC,MSS,65,1958,5,1958,2,28,W,416200,7494.077381
McCloud,CDEC,MSS,65,1958,6,1958,3,31,W,234900,3820.282258
McCloud,CDEC,MSS,65,1958,7,1958,4,30,W,249400,4191.305556
McCloud,CDEC,MSS,65,1958,8,1958,5,31,W,183100,2977.836022
McCloud,CDEC,MSS,65,1958,9,1958,6,30,W,133800,2248.583333
McCloud,CDEC,MSS,65,1958,10,1958,7,31,W,105400,1714.166667
McCloud,CDEC,MSS,65,1958,11,1958,8,31,W,91600,1489.731183
McCloud,CDEC,MSS,65,1958,12,1958,9,30,W,83000,1394.861111
McCloud,CDEC,MSS,65,1959,1,1958,10,31,W,81700,1328.723118
McCloud,CDEC,MSS,65,1959,2,1958,11,30,BN,75400,1267.138889
McCloud,CDEC,MSS,65,1959,3,1958,12,31,BN,76400,1242.526882
McCloud,CDEC,MSS,65,1959,4,1959,1,31,BN,192500,3130.712366
McCloud,CDEC,MSS,65,1959,5,1959,2,28,BN,145000,2610.863095
McCloud,CDEC,MSS,65,1959,6,1959,3,31,BN,139200,2263.870968
McCloud,CDEC,MSS,65,1959,7,1959,4,30,BN,126300,2122.541667
McCloud,CDEC,MSS,65,1959,8,1959,5,31,BN,102200,1662.123656
McCloud,CDEC,MSS,65,1959,9,1959,6,30,BN,80200,1347.805556
McCloud,CDEC,MSS,65,1959,10,1959,7,31,BN,72800,1183.978495
McCloud,CDEC,MSS,65,1959,11,1959,8,31,BN,68500,1114.045699
McCloud,CDEC,MSS,65,1959,12,1959,9,30,BN,66600,1119.25
McCloud,CDEC,MSS,65,1960,1,1959,10,31,BN,65400,1063.629032
McCloud,CDEC,MSS,65,1960,2,1959,11,30,D,60930,1023.9625
McCloud,CDEC,MSS,65,1960,3,1959,12,31,D,62740,1020.36828
McCloud,CDEC,MSS,65,1960,4,1960,1,32,D,80830,1273.49349
McCloud,CDEC,MSS,65,1960,5,1960,2,29,D,151300,2630.359195
McCloud,CDEC,MSS,65,1960,6,1960,3,32,D,160600,2530.286458
McCloud,CDEC,MSS,65,1960,7,1960,4,31,D,111100,1806.86828
McCloud,CDEC,MSS,65,1960,8,1960,5,32,D,104500,1646.419271
McCloud,CDEC,MSS,65,1960,9,1960,6,31,D,82650,1344.173387
McCloud,CDEC,MSS,65,1960,10,1960,7,32,D,65990,1039.686198
McCloud,CDEC,MSS,65,1960,11,1960,8,32,D,60420,951.9296875
McCloud,CDEC,MSS,65,1960,12,1960,9,31,D,56410,917.4206989
McCloud,CDEC,MSS,65,1961,1,1960,10,32,D,58450,920.8919271
McCloud,CDEC,MSS,65,1961,2,1960,11,31,D,69970,1137.952957
McCloud,CDEC,MSS,65,1961,3,1960,12,32,D,132500,2087.565104
McCloud,CDEC,MSS,65,1961,4,1961,1,31,D,82930,1348.727151
McCloud,CDEC,MSS,65,1961,5,1961,2,28,D,161900,2915.16369
McCloud,CDEC,MSS,65,1961,6,1961,3,31,D,131700,2141.895161
McCloud,CDEC,MSS,65,1961,7,1961,4,30,D,103500,1739.375
McCloud,CDEC,MSS,65,1961,8,1961,5,31,D,107800,1753.198925
McCloud,CDEC,MSS,65,1961,9,1961,6,30,D,79240,1331.672222
McCloud,CDEC,MSS,65,1961,10,1961,7,31,D,65470,1064.767473
McCloud,CDEC,MSS,65,1961,11,1961,8,31,D,61310,997.1115591
McCloud,CDEC,MSS,65,1961,12,1961,9,30,D,58610,984.9736111
McCloud,CDEC,MSS,65,1962,1,1961,10,31,D,59140,961.8198925
McCloud,CDEC,MSS,65,1962,2,1961,11,30,BN,74890,1258.568056
McCloud,CDEC,MSS,65,1962,3,1961,12,31,BN,105100,1709.287634
McCloud,CDEC,MSS,65,1962,4,1962,1,31,BN,72300,1175.846774
McCloud,CDEC,MSS,65,1962,5,1962,2,28,BN,221000,3979.315476
McCloud,CDEC,MSS,65,1962,6,1962,3,31,BN,124200,2019.919355
McCloud,CDEC,MSS,65,1962,7,1962,4,30,BN,133300,2240.180556
McCloud,CDEC,MSS,65,1962,8,1962,5,31,BN,105800,1720.672043
McCloud,CDEC,MSS,65,1962,9,1962,6,30,BN,78550,1320.076389
McCloud,CDEC,MSS,65,1962,10,1962,7,31,BN,66210,1076.802419
McCloud,CDEC,MSS,65,1962,11,1962,8,31,BN,61910,1006.869624
McCloud,CDEC,MSS,65,1962,12,1962,9,30,BN,56970,957.4125
McCloud,CDEC,MSS,65,1963,1,1962,10,31,BN,114400,1860.537634
McCloud,CDEC,MSS,65,1963,2,1962,11,30,W,72750,1222.604167
McCloud,CDEC,MSS,65,1963,3,1962,12,31,W,128000,2081.72043
McCloud,CDEC,MSS,65,1963,4,1963,1,31,W,81180,1320.266129
McCloud,CDEC,MSS,65,1963,5,1963,2,28,W,169600,3053.809524
McCloud,CDEC,MSS,65,1963,6,1963,3,31,W,127700,2076.841398
McCloud,CDEC,MSS,65,1963,7,1963,4,30,W,273700,4599.680556
McCloud,CDEC,MSS,65,1963,8,1963,5,31,W,161000,2618.413978
McCloud,CDEC,MSS,65,1963,9,1963,6,30,W,95780,1609.636111
McCloud,CDEC,MSS,65,1963,10,1963,7,31,W,80050,1301.888441
McCloud,CDEC,MSS,65,1963,11,1963,8,31,W,72830,1184.466398
McCloud,CDEC,MSS,65,1963,12,1963,9,30,W,67380,1132.358333
McCloud,CDEC,MSS,65,1964,1,1963,10,31,W,69980,1138.115591
McCloud,CDEC,MSS,65,1964,2,1963,11,30,D,105500,1772.986111
McCloud,CDEC,MSS,65,1964,3,1963,12,31,D,76880,1250.333333
McCloud,CDEC,MSS,65,1964,4,1964,1,32,D,117100,1844.934896
McCloud,CDEC,MSS,65,1964,5,1964,2,29,D,83560,1452.695402
McCloud,CDEC,MSS,65,1964,6,1964,3,32,D,77810,1225.91276
McCloud,CDEC,MSS,65,1964,7,1964,4,31,D,78530,1277.168011
McCloud,CDEC,MSS,65,1964,8,1964,5,32,D,77410,1219.610677
McCloud,CDEC,MSS,65,1964,9,1964,6,31,D,68170,1108.678763
McCloud,CDEC,MSS,65,1964,10,1964,7,32,D,60360,950.984375
McCloud,CDEC,MSS,65,1964,11,1964,8,32,D,56200,885.4427083
McCloud,CDEC,MSS,65,1964,12,1964,9,31,D,53070,863.1008065
McCloud,CDEC,MSS,65,1965,1,1964,10,32,D,54780,863.0703125
