huc8,source_author,source_gage,source_sensor,wy_type,wy_mo,cy_mo,stat,af,cfs
Sacramento Headwaters,CDEC,SIS,65,C,2,11,median,204000,3428.333333
Sacramento Headwaters,CDEC,SIS,65,C,3,12,median,230050,3624.485677
Sacramento Headwaters,CDEC,SIS,65,C,4,1,median,272000,4423.655914
Sacramento Headwaters,CDEC,SIS,65,C,5,2,median,363620,6321.554598
Sacramento Headwaters,CDEC,SIS,65,C,6,3,median,435970,6868.798177
Sacramento Headwaters,CDEC,SIS,65,C,7,4,median,325000,5461.805556
Sacramento Headwaters,CDEC,SIS,65,C,8,5,median,282960,4601.903226
Sacramento Headwaters,CDEC,SIS,65,C,9,6,median,203090,3302.942204
Sacramento Headwaters,CDEC,SIS,65,C,10,7,median,182410,2893.191927
Sacramento Headwaters,CDEC,SIS,65,C,11,8,median,167000,2683.467742
Sacramento Headwaters,CDEC,SIS,65,C,12,9,median,166330,2795.268056
Sacramento Headwaters,CDEC,SIS,65,C,1,10,p10,166787.6,2679.810094
Sacramento Headwaters,CDEC,SIS,65,C,2,11,p10,171096,2875.363333
Sacramento Headwaters,CDEC,SIS,65,C,3,12,p10,182432.8,2946.907836
Sacramento Headwaters,CDEC,SIS,65,C,4,1,p10,193788.4,3151.666183
Sacramento Headwaters,CDEC,SIS,65,C,5,2,p10,216826,3904.158631
Sacramento Headwaters,CDEC,SIS,65,C,6,3,p10,238536,3833.065323
Sacramento Headwaters,CDEC,SIS,65,C,7,4,p10,212278,3522.34578
Sacramento Headwaters,CDEC,SIS,65,C,8,5,p10,185805.8,2984.842312
Sacramento Headwaters,CDEC,SIS,65,C,9,6,p10,161964.6,2691.734774
Sacramento Headwaters,CDEC,SIS,65,C,10,7,p10,145720,2369.908602
Sacramento Headwaters,CDEC,SIS,65,C,11,8,p10,140670.6,2287.787984
Sacramento Headwaters,CDEC,SIS,65,C,12,9,p10,138648.8,2330.070111
Sacramento Headwaters,CDEC,SIS,65,C,1,10,p90,320614,5214.286828
Sacramento Headwaters,CDEC,SIS,65,C,2,11,p90,261764,4321.675466
Sacramento Headwaters,CDEC,SIS,65,C,3,12,p90,784092.8,12752.04688
Sacramento Headwaters,CDEC,SIS,65,C,4,1,p90,586723.2,9243.94625
Sacramento Headwaters,CDEC,SIS,65,C,5,2,p90,736244.6,13067.7848
Sacramento Headwaters,CDEC,SIS,65,C,6,3,p90,685694,11151.74382
Sacramento Headwaters,CDEC,SIS,65,C,7,4,p90,468098,7718.704928
Sacramento Headwaters,CDEC,SIS,65,C,8,5,p90,452336,7356.539785
Sacramento Headwaters,CDEC,SIS,65,C,9,6,p90,305548,5134.903889
Sacramento Headwaters,CDEC,SIS,65,C,10,7,p90,210562,3380.817658
Sacramento Headwaters,CDEC,SIS,65,C,11,8,p90,218708,3506.527957
Sacramento Headwaters,CDEC,SIS,65,C,12,9,p90,227070,3743.44509
Sacramento Headwaters,CDEC,SIS,65,D,1,10,mean,224244.3636,3601.116222
Sacramento Headwaters,CDEC,SIS,65,D,2,11,mean,297215.6364,4921.9981
Sacramento Headwaters,CDEC,SIS,65,D,3,12,mean,409298.9545,6570.106941
Sacramento Headwaters,CDEC,SIS,65,D,4,1,mean,369737.6818,5965.598771
Sacramento Headwaters,CDEC,SIS,65,D,5,2,mean,533415.2273,9539.165005
Sacramento Headwaters,CDEC,SIS,65,D,6,3,mean,667013.8636,10785.74051
Sacramento Headwaters,CDEC,SIS,65,D,7,4,mean,469357.9091,7837.111822
Sacramento Headwaters,CDEC,SIS,65,D,8,5,mean,363237.8636,5863.621383
Sacramento Headwaters,CDEC,SIS,65,D,9,6,mean,251975,4200.510737
Sacramento Headwaters,CDEC,SIS,65,D,10,7,mean,204032.0455,3294.847146
Sacramento Headwaters,CDEC,SIS,65,D,11,8,mean,186817.4091,3016.918525
Sacramento Headwaters,CDEC,SIS,65,D,12,9,mean,185328.1818,3092.515284
Sacramento Headwaters,CDEC,SIS,65,D,1,10,stdev,32160.42548,522.6428499
Sacramento Headwaters,CDEC,SIS,65,D,2,11,stdev,98440.83351,1605.528352
Sacramento Headwaters,CDEC,SIS,65,D,3,12,stdev,196668.9918,3147.525629
Sacramento Headwaters,CDEC,SIS,65,D,4,1,stdev,142613.6487,2297.039969
Sacramento Headwaters,CDEC,SIS,65,D,5,2,stdev,254837.4894,4582.70797
Sacramento Headwaters,CDEC,SIS,65,D,6,3,stdev,289999.2707,4728.48578
Sacramento Headwaters,CDEC,SIS,65,D,7,4,stdev,112082.6135,1911.546689
Sacramento Headwaters,CDEC,SIS,65,D,8,5,stdev,97243.96487,1570.49285
Sacramento Headwaters,CDEC,SIS,65,D,9,6,stdev,47480.47122,776.9972608
Sacramento Headwaters,CDEC,SIS,65,D,10,7,stdev,22321.22401,364.3865422
Sacramento Headwaters,CDEC,SIS,65,D,11,8,stdev,17628.32378,288.748182
Sacramento Headwaters,CDEC,SIS,65,D,12,9,stdev,18154.788,313.8351101
Sacramento Headwaters,CDEC,SIS,65,D,1,10,count,22,22
Sacramento Headwaters,CDEC,SIS,65,D,2,11,count,22,22
Sacramento Headwaters,CDEC,SIS,65,D,3,12,count,22,22
Sacramento Headwaters,CDEC,SIS,65,D,4,1,count,22,22
Sacramento Headwaters,CDEC,SIS,65,D,5,2,count,22,22
Sacramento Headwaters,CDEC,SIS,65,D,6,3,count,22,22
Sacramento Headwaters,CDEC,SIS,65,D,7,4,count,22,22
Sacramento Headwaters,CDEC,SIS,65,D,8,5,count,22,22
Sacramento Headwaters,CDEC,SIS,65,D,9,6,count,22,22
Sacramento Headwaters,CDEC,SIS,65,D,10,7,count,22,22
Sacramento Headwaters,CDEC,SIS,65,D,11,8,count,22,22
Sacramento Headwaters,CDEC,SIS,65,D,12,9,count,22,22
Sacramento Headwaters,CDEC,SIS,65,D,1,10,median,227000,3634.116684
Sacramento Headwaters,CDEC,SIS,65,D,2,11,median,269593.5,4457.703428
Sacramento Headwaters,CDEC,SIS,65,D,3,12,median,330998,5270.833796
Sacramento Headwaters,CDEC,SIS,65,D,4,1,median,333905,5416.996388
Sacramento Headwaters,CDEC,SIS,65,D,5,2,median,490200,8678.123974
Sacramento Headwaters,CDEC,SIS,65,D,6,3,median,627108.5,10087.14508
Sacramento Headwaters,CDEC,SIS,65,D,7,4,median,437225,7347.809028
Sacramento Headwaters,CDEC,SIS,65,D,8,5,median,332184,5323.756048
Sacramento Headwaters,CDEC,SIS,65,D,9,6,median,236426,3908.758629
Sacramento Headwaters,CDEC,SIS,65,D,10,7,median,203608,3277.213441
Sacramento Headwaters,CDEC,SIS,65,D,11,8,median,186765,2990.709552
Sacramento Headwaters,CDEC,SIS,65,D,12,9,median,186500,3061.402731
Sacramento Headwaters,CDEC,SIS,65,D,1,10,p10,175100,2847.728495
Sacramento Headwaters,CDEC,SIS,65,D,2,11,p10,189303,3145.886156
Sacramento Headwaters,CDEC,SIS,65,D,3,12,p10,246060,4001.782258
Sacramento Headwaters,CDEC,SIS,65,D,4,1,p10,235700,3833.29301
Sacramento Headwaters,CDEC,SIS,65,D,5,2,p10,298144.9,5242.133019
Sacramento Headwaters,CDEC,SIS,65,D,6,3,p10,361930,5759.611181
Sacramento Headwaters,CDEC,SIS,65,D,7,4,p10,351185.8,5842.673547
Sacramento Headwaters,CDEC,SIS,65,D,8,5,p10,262106,4262.74543
Sacramento Headwaters,CDEC,SIS,65,D,9,6,p10,204090,3429.845833
Sacramento Headwaters,CDEC,SIS,65,D,10,7,p10,176239.1,2790.863425
Sacramento Headwaters,CDEC,SIS,65,D,11,8,p10,164008,2609.345077
Sacramento Headwaters,CDEC,SIS,65,D,12,9,p10,160429.4,2635.226311
Sacramento Headwaters,CDEC,SIS,65,D,1,10,p90,270573,4303.186
Sacramento Headwaters,CDEC,SIS,65,D,2,11,p90,455815.9,7598.169521
Sacramento Headwaters,CDEC,SIS,65,D,3,12,p90,791970.2,12880.16051
Sacramento Headwaters,CDEC,SIS,65,D,4,1,p90,560938,8910.996413
Sacramento Headwaters,CDEC,SIS,65,D,5,2,p90,872270,15596.21578
Sacramento Headwaters,CDEC,SIS,65,D,6,3,p90,1110635.8,18062.75965
Sacramento Headwaters,CDEC,SIS,65,D,7,4,p90,645082,10840.96139
Sacramento Headwaters,CDEC,SIS,65,D,8,5,p90,496560,8075.774193
Sacramento Headwaters,CDEC,SIS,65,D,9,6,p90,318970,5187.549731
Sacramento Headwaters,CDEC,SIS,65,D,10,7,p90,230600,3667.456738
Sacramento Headwaters,CDEC,SIS,65,D,11,8,p90,208760,3386.861559
Sacramento Headwaters,CDEC,SIS,65,D,12,9,p90,209471,3520.276528
Sacramento Headwaters,CDEC,SIS,65,BN,1,10,mean,224804.5789,3645.717332
Sacramento Headwaters,CDEC,SIS,65,BN,2,11,mean,276868.9474,4637.443409
Sacramento Headwaters,CDEC,SIS,65,BN,3,12,mean,370349.0526,6005.121035
Sacramento Headwaters,CDEC,SIS,65,BN,4,1,mean,569171.6316,9136.90553
Sacramento Headwaters,CDEC,SIS,65,BN,5,2,mean,653888.2105,11606.53165
Sacramento Headwaters,CDEC,SIS,65,BN,6,3,mean,724088.3684,11614.43833
Sacramento Headwaters,CDEC,SIS,65,BN,7,4,mean,655729.5263,10889.99258
Sacramento Headwaters,CDEC,SIS,65,BN,8,5,mean,445445.6842,7163.762667
Sacramento Headwaters,CDEC,SIS,65,BN,9,6,mean,292610.1579,4858.350497
Sacramento Headwaters,CDEC,SIS,65,BN,10,7,mean,216519.3684,3481.25029
Sacramento Headwaters,CDEC,SIS,65,BN,11,8,mean,195258.1579,3139.265384
Sacramento Headwaters,CDEC,SIS,65,BN,12,9,mean,189854.4211,3153.444119
Sacramento Headwaters,CDEC,SIS,65,BN,1,10,stdev,43790.15867,719.4589423
Sacramento Headwaters,CDEC,SIS,65,BN,2,11,stdev,94543.86209,1583.34927
Sacramento Headwaters,CDEC,SIS,65,BN,3,12,stdev,263474.5346,4282.349658
Sacramento Headwaters,CDEC,SIS,65,BN,4,1,stdev,251780.958,4019.463373
Sacramento Headwaters,CDEC,SIS,65,BN,5,2,stdev,347243.7917,6107.266894
Sacramento Headwaters,CDEC,SIS,65,BN,6,3,stdev,268510.5029,4192.570157
Sacramento Headwaters,CDEC,SIS,65,BN,7,4,stdev,217234.7146,3609.052447
Sacramento Headwaters,CDEC,SIS,65,BN,8,5,stdev,120087.7247,1928.218187
Sacramento Headwaters,CDEC,SIS,65,BN,9,6,stdev,79026.61099,1306.013478
Sacramento Headwaters,CDEC,SIS,65,BN,10,7,stdev,23255.44339,380.8780847
Sacramento Headwaters,CDEC,SIS,65,BN,11,8,stdev,24615.64962,398.6362486
Sacramento Headwaters,CDEC,SIS,65,BN,12,9,stdev,29524.67854,496.3229638
Sacramento Headwaters,CDEC,SIS,65,BN,1,10,count,19,19
Sacramento Headwaters,CDEC,SIS,65,BN,2,11,count,19,19
Sacramento Headwaters,CDEC,SIS,65,BN,3,12,count,19,19
Sacramento Headwaters,CDEC,SIS,65,BN,4,1,count,19,19
Sacramento Headwaters,CDEC,SIS,65,BN,5,2,count,19,19
Sacramento Headwaters,CDEC,SIS,65,BN,6,3,count,19,19
Sacramento Headwaters,CDEC,SIS,65,BN,7,4,count,19,19
Sacramento Headwaters,CDEC,SIS,65,BN,8,5,count,19,19
Sacramento Headwaters,CDEC,SIS,65,BN,9,6,count,19,19
Sacramento Headwaters,CDEC,SIS,65,BN,10,7,count,19,19
Sacramento Headwaters,CDEC,SIS,65,BN,11,8,count,19,19
Sacramento Headwaters,CDEC,SIS,65,BN,12,9,count,19,19
Sacramento Headwaters,CDEC,SIS,65,BN,1,10,median,223000,3614.761156
Sacramento Headwaters,CDEC,SIS,65,BN,2,11,median,252600,4245.083333
Sacramento Headwaters,CDEC,SIS,65,BN,3,12,median,291686,4743.818011
Sacramento Headwaters,CDEC,SIS,65,BN,4,1,median,486000,7904.032258
Sacramento Headwaters,CDEC,SIS,65,BN,5,2,median,561763,9766.28204
Sacramento Headwaters,CDEC,SIS,65,BN,6,3,median,652000,10603.76344
Sacramento Headwaters,CDEC,SIS,65,BN,7,4,median,594000,9982.5
Sacramento Headwaters,CDEC,SIS,65,BN,8,5,median,397400,6428.938172
Sacramento Headwaters,CDEC,SIS,65,BN,9,6,median,269200,4524.055556
Sacramento Headwaters,CDEC,SIS,65,BN,10,7,median,212000,3414.153646
Sacramento Headwaters,CDEC,SIS,65,BN,11,8,median,196230,3191.375
Sacramento Headwaters,CDEC,SIS,65,BN,12,9,median,192320,3232.044444
Sacramento Headwaters,CDEC,SIS,65,BN,1,10,p10,163000,2599.609375
Sacramento Headwaters,CDEC,SIS,65,BN,2,11,p10,165000,2683.467742
Sacramento Headwaters,CDEC,SIS,65,BN,3,12,p10,206000,3350.268817
Sacramento Headwaters,CDEC,SIS,65,BN,4,1,p10,275591,4341.99362
Sacramento Headwaters,CDEC,SIS,65,BN,5,2,p10,258581,4577.419196
Sacramento Headwaters,CDEC,SIS,65,BN,6,3,p10,511000,8310.61828
Sacramento Headwaters,CDEC,SIS,65,BN,7,4,p10,463370,7787.190278
Sacramento Headwaters,CDEC,SIS,65,BN,8,5,p10,323529,5097.266797
Sacramento Headwaters,CDEC,SIS,65,BN,9,6,p10,227611,3767.973611
Sacramento Headwaters,CDEC,SIS,65,BN,10,7,p10,182655,2936.818099
Sacramento Headwaters,CDEC,SIS,65,BN,11,8,p10,154951,2484.647177
Sacramento Headwaters,CDEC,SIS,65,BN,12,9,p10,157305,2558.320565
Sacramento Headwaters,CDEC,SIS,65,BN,1,10,p90,282000,4586.290323
Sacramento Headwaters,CDEC,SIS,65,BN,2,11,p90,474000,7965.833333
Sacramento Headwaters,CDEC,SIS,65,BN,3,12,p90,671593,10922.41304
Sacramento Headwaters,CDEC,SIS,65,BN,4,1,p90,951800,15479.54301
Sacramento Headwaters,CDEC,SIS,65,BN,5,2,p90,1252600,22554.25595
Sacramento Headwaters,CDEC,SIS,65,BN,6,3,p90,948400,14942.23958
Sacramento Headwaters,CDEC,SIS,65,BN,7,4,p90,1132000,18410.21505
Sacramento Headwaters,CDEC,SIS,65,BN,8,5,p90,582000,9465.322581
Sacramento Headwaters,CDEC,SIS,65,BN,9,6,p90,484736,8146.257778
Sacramento Headwaters,CDEC,SIS,65,BN,10,7,p90,253000,4082.123656
Sacramento Headwaters,CDEC,SIS,65,BN,11,8,p90,234000,3693.020833
Sacramento Headwaters,CDEC,SIS,65,BN,12,9,p90,229300,3729.206989
Sacramento Headwaters,CDEC,SIS,65,AN,1,10,mean,261410.3077,4211.480211
Sacramento Headwaters,CDEC,SIS,65,AN,2,11,mean,315312.3077,5253.213666
Sacramento Headwaters,CDEC,SIS,65,AN,3,12,mean,492492.1538,7944.77378
Sacramento Headwaters,CDEC,SIS,65,AN,4,1,mean,864026.9231,13913.38675
Sacramento Headwaters,CDEC,SIS,65,AN,5,2,mean,970482.6923,17223.21921
Sacramento Headwaters,CDEC,SIS,65,AN,6,3,mean,983580.9231,15826.98214
Sacramento Headwaters,CDEC,SIS,65,AN,7,4,mean,751372.3077,12499.70125
Sacramento Headwaters,CDEC,SIS,65,AN,8,5,mean,587140,9481.140771
Sacramento Headwaters,CDEC,SIS,65,AN,9,6,mean,333086.2308,5550.161577
Sacramento Headwaters,CDEC,SIS,65,AN,10,7,mean,244385.7692,3936.877759
Sacramento Headwaters,CDEC,SIS,65,AN,11,8,mean,217201.3077,3498.643003
Sacramento Headwaters,CDEC,SIS,65,AN,12,9,mean,217242.1538,3614.366622
Sacramento Headwaters,CDEC,SIS,65,AN,1,10,stdev,88385.35697,1439.377863
Sacramento Headwaters,CDEC,SIS,65,AN,2,11,stdev,123426.4567,2078.018592
Sacramento Headwaters,CDEC,SIS,65,AN,3,12,stdev,262245.9411,4281.304254
Sacramento Headwaters,CDEC,SIS,65,AN,4,1,stdev,431142.0647,6976.348668
Sacramento Headwaters,CDEC,SIS,65,AN,5,2,stdev,389067.5585,6682.978777
Sacramento Headwaters,CDEC,SIS,65,AN,6,3,stdev,289001.4554,4623.915151
Sacramento Headwaters,CDEC,SIS,65,AN,7,4,stdev,169856.4687,2832.526791
Sacramento Headwaters,CDEC,SIS,65,AN,8,5,stdev,195282.7676,3233.811768
Sacramento Headwaters,CDEC,SIS,65,AN,9,6,stdev,80691.01781,1385.1998
Sacramento Headwaters,CDEC,SIS,65,AN,10,7,stdev,20970.68841,347.4469653
Sacramento Headwaters,CDEC,SIS,65,AN,11,8,stdev,19336.836,315.3268451
Sacramento Headwaters,CDEC,SIS,65,AN,12,9,stdev,24849.36319,412.3462013
Sacramento Headwaters,CDEC,SIS,65,AN,1,10,count,13,13
Sacramento Headwaters,CDEC,SIS,65,AN,2,11,count,13,13
Sacramento Headwaters,CDEC,SIS,65,AN,3,12,count,13,13
Sacramento Headwaters,CDEC,SIS,65,AN,4,1,count,13,13
Sacramento Headwaters,CDEC,SIS,65,AN,5,2,count,13,13
Sacramento Headwaters,CDEC,SIS,65,AN,6,3,count,13,13
Sacramento Headwaters,CDEC,SIS,65,AN,7,4,count,13,13
Sacramento Headwaters,CDEC,SIS,65,AN,8,5,count,13,13
Sacramento Headwaters,CDEC,SIS,65,AN,9,6,count,13,13
Sacramento Headwaters,CDEC,SIS,65,AN,10,7,count,13,13
Sacramento Headwaters,CDEC,SIS,65,AN,11,8,count,13,13
Sacramento Headwaters,CDEC,SIS,65,AN,12,9,count,13,13
Sacramento Headwaters,CDEC,SIS,65,AN,1,10,median,245297,3864.705339
Sacramento Headwaters,CDEC,SIS,65,AN,2,11,median,259700,4223.615591
Sacramento Headwaters,CDEC,SIS,65,AN,3,12,median,350000,5692.204301
Sacramento Headwaters,CDEC,SIS,65,AN,4,1,median,835635,13165.60352
Sacramento Headwaters,CDEC,SIS,65,AN,5,2,median,983000,17699.85119
Sacramento Headwaters,CDEC,SIS,65,AN,6,3,median,959000,15440.10417
Sacramento Headwaters,CDEC,SIS,65,AN,7,4,median,772000,12848.11828
Sacramento Headwaters,CDEC,SIS,65,AN,8,5,median,502000,8164.247312
Sacramento Headwaters,CDEC,SIS,65,AN,9,6,median,333200,5599.611111
Sacramento Headwaters,CDEC,SIS,65,AN,10,7,median,242634,3946.06371
Sacramento Headwaters,CDEC,SIS,65,AN,11,8,median,212800,3460.860215
Sacramento Headwaters,CDEC,SIS,65,AN,12,9,median,210870,3543.7875
Sacramento Headwaters,CDEC,SIS,65,AN,1,10,p10,188250.2,3061.595995
Sacramento Headwaters,CDEC,SIS,65,AN,2,11,p10,188760,3110.870968
Sacramento Headwaters,CDEC,SIS,65,AN,3,12,p10,288526.4,4612.415914
Sacramento Headwaters,CDEC,SIS,65,AN,4,1,p10,304280,4948.639785
Sacramento Headwaters,CDEC,SIS,65,AN,5,2,p10,490081.2,8824.37875
Sacramento Headwaters,CDEC,SIS,65,AN,6,3,p10,627600,10206.93548
Sacramento Headwaters,CDEC,SIS,65,AN,7,4,p10,522960,8766.580107
Sacramento Headwaters,CDEC,SIS,65,AN,8,5,p10,403800,6361.953125
Sacramento Headwaters,CDEC,SIS,65,AN,9,6,p10,254400,4182.956989
Sacramento Headwaters,CDEC,SIS,65,AN,10,7,p10,212200,3406.377688
Sacramento Headwaters,CDEC,SIS,65,AN,11,8,p10,197200,3138.4375
Sacramento Headwaters,CDEC,SIS,65,AN,12,9,p10,187400,3091.571685
Sacramento Headwaters,CDEC,SIS,65,AN,1,10,p90,433304,7047.013979
Sacramento Headwaters,CDEC,SIS,65,AN,2,11,p90,536400,9014.5
Sacramento Headwaters,CDEC,SIS,65,AN,3,12,p90,1053478.2,17133.1804
Sacramento Headwaters,CDEC,SIS,65,AN,4,1,p90,1652044,26615.58651
Sacramento Headwaters,CDEC,SIS,65,AN,5,2,p90,1623618.8,28226.70615
Sacramento Headwaters,CDEC,SIS,65,AN,6,3,p90,1515282,24363.76472
Sacramento Headwaters,CDEC,SIS,65,AN,7,4,p90,996800,16566.24445
Sacramento Headwaters,CDEC,SIS,65,AN,8,5,p90,980129.8,15940.28304
Sacramento Headwaters,CDEC,SIS,65,AN,9,6,p90,499851.6,8400.283833
Sacramento Headwaters,CDEC,SIS,65,AN,10,7,p90,277668.8,4429.051514
Sacramento Headwaters,CDEC,SIS,65,AN,11,8,p90,256766.4,4097.221008
Sacramento Headwaters,CDEC,SIS,65,AN,12,9,p90,262695.4,4327.973754
Sacramento Headwaters,CDEC,SIS,65,W,1,10,mean,264377.5333,4274.265266
Sacramento Headwaters,CDEC,SIS,65,W,2,11,mean,434920.9333,7274.810194
Sacramento Headwaters,CDEC,SIS,65,W,3,12,mean,876549,14148.81044
Sacramento Headwaters,CDEC,SIS,65,W,4,1,mean,1149934.067,18638.31496
Sacramento Headwaters,CDEC,SIS,65,W,5,2,mean,1190991.467,21350.48696
Sacramento Headwaters,CDEC,SIS,65,W,6,3,mean,1175943.333,19062.39055
Sacramento Headwaters,CDEC,SIS,65,W,7,4,mean,1019852.933,17079.64528
Sacramento Headwaters,CDEC,SIS,65,W,8,5,mean,724159.8333,11728.84355
Sacramento Headwaters,CDEC,SIS,65,W,9,6,mean,435844.0667,7297.076887
Sacramento Headwaters,CDEC,SIS,65,W,10,7,mean,291675.6333,4724.916809
Sacramento Headwaters,CDEC,SIS,65,W,11,8,mean,247913.8667,4015.261127
Sacramento Headwaters,CDEC,SIS,65,W,12,9,mean,236824.9,3963.028954
Sacramento Headwaters,CDEC,SIS,65,W,1,10,stdev,88239.89098,1438.760896
Sacramento Headwaters,CDEC,SIS,65,W,2,11,stdev,288821.9741,4867.097725
Sacramento Headwaters,CDEC,SIS,65,W,3,12,stdev,427424.2335,6857.828181
Sacramento Headwaters,CDEC,SIS,65,W,4,1,stdev,613584.3659,9977.304618
Sacramento Headwaters,CDEC,SIS,65,W,5,2,stdev,607595.3475,10931.70278
Sacramento Headwaters,CDEC,SIS,65,W,6,3,stdev,516502.4313,8432.509913
Sacramento Headwaters,CDEC,SIS,65,W,7,4,stdev,344971.4272,5817.535544
Sacramento Headwaters,CDEC,SIS,65,W,8,5,stdev,201514.3619,3276.003966
Sacramento Headwaters,CDEC,SIS,65,W,9,6,stdev,131445.8214,2221.932009
Sacramento Headwaters,CDEC,SIS,65,W,10,7,stdev,40388.13447,665.4770409
Sacramento Headwaters,CDEC,SIS,65,W,11,8,stdev,23761.99827,389.978037
Sacramento Headwaters,CDEC,SIS,65,W,12,9,stdev,23361.66243,396.7552358
Sacramento Headwaters,CDEC,SIS,65,W,1,10,count,30,30
Sacramento Headwaters,CDEC,SIS,65,W,2,11,count,30,30
Sacramento Headwaters,CDEC,SIS,65,W,3,12,count,30,30
Sacramento Headwaters,CDEC,SIS,65,W,4,1,count,30,30
Sacramento Headwaters,CDEC,SIS,65,W,5,2,count,30,30
Sacramento Headwaters,CDEC,SIS,65,W,6,3,count,30,30
Sacramento Headwaters,CDEC,SIS,65,W,7,4,count,30,30
Sacramento Headwaters,CDEC,SIS,65,W,8,5,count,30,30
Sacramento Headwaters,CDEC,SIS,65,W,9,6,count,30,30
Sacramento Headwaters,CDEC,SIS,65,W,10,7,count,30,30
Sacramento Headwaters,CDEC,SIS,65,W,11,8,count,30,30
Sacramento Headwaters,CDEC,SIS,65,W,12,9,count,30,30
Sacramento Headwaters,CDEC,SIS,65,W,1,10,median,249400,4011.573358
Sacramento Headwaters,CDEC,SIS,65,W,2,11,median,317400,5246.748656
Sacramento Headwaters,CDEC,SIS,65,W,3,12,median,822981,13384.50283
Sacramento Headwaters,CDEC,SIS,65,W,4,1,median,964350,15683.6492
Sacramento Headwaters,CDEC,SIS,65,W,5,2,median,1147795,20313.23202
Sacramento Headwaters,CDEC,SIS,65,W,6,3,median,1069615,17383.91062
Sacramento Headwaters,CDEC,SIS,65,W,7,4,median,1000100,16807.23611
Sacramento Headwaters,CDEC,SIS,65,W,8,5,median,718488.5,11542.06233
Sacramento Headwaters,CDEC,SIS,65,W,9,6,median,402100,6717.22257
Sacramento Headwaters,CDEC,SIS,65,W,10,7,median,290205,4703.417591
Sacramento Headwaters,CDEC,SIS,65,W,11,8,median,246525,3925.425404
Sacramento Headwaters,CDEC,SIS,65,W,12,9,median,231365,3848.178125
Sacramento Headwaters,CDEC,SIS,65,W,1,10,p10,187182.7,3044.234771
Sacramento Headwaters,CDEC,SIS,65,W,2,11,p10,223381.1,3741.24958
Sacramento Headwaters,CDEC,SIS,65,W,3,12,p10,359816,5851.846237
Sacramento Headwaters,CDEC,SIS,65,W,4,1,p10,471773.4,7644.447311
Sacramento Headwaters,CDEC,SIS,65,W,5,2,p10,560741,10060.60733
Sacramento Headwaters,CDEC,SIS,65,W,6,3,p10,566290,9209.823924
Sacramento Headwaters,CDEC,SIS,65,W,7,4,p10,573156,9352.714516
Sacramento Headwaters,CDEC,SIS,65,W,8,5,p10,463860,7538.936307
Sacramento Headwaters,CDEC,SIS,65,W,9,6,p10,286060,4807.397222
Sacramento Headwaters,CDEC,SIS,65,W,10,7,p10,247510.2,4020.890784
Sacramento Headwaters,CDEC,SIS,65,W,11,8,p10,222877.8,3621.425914
Sacramento Headwaters,CDEC,SIS,65,W,12,9,p10,207114.1,3480.667514
Sacramento Headwaters,CDEC,SIS,65,W,1,10,p90,322061.2,5215.363671
Sacramento Headwaters,CDEC,SIS,65,W,2,11,p90,713420,11989.41944
Sacramento Headwaters,CDEC,SIS,65,W,3,12,p90,1594099,25188.37403
Sacramento Headwaters,CDEC,SIS,65,W,4,1,p90,2093227,34043.07352
Sacramento Headwaters,CDEC,SIS,65,W,5,2,p90,2405810,43318.90029
Sacramento Headwaters,CDEC,SIS,65,W,6,3,p90,1875190,30497.04167
Sacramento Headwaters,CDEC,SIS,65,W,7,4,p90,1557710,26178.18194
Sacramento Headwaters,CDEC,SIS,65,W,8,5,p90,1026858,16700.24436
Sacramento Headwaters,CDEC,SIS,65,W,9,6,p90,562568.2,9454.271139
Sacramento Headwaters,CDEC,SIS,65,W,10,7,p90,342917,5577.010349
Sacramento Headwaters,CDEC,SIS,65,W,11,8,p90,280790,4566.611559
Sacramento Headwaters,CDEC,SIS,65,W,12,9,p90,270111,4539.365416
Upper Stony,DWR,UF4,Unimpaired,C,1,10,mean,571.4285714,9.257092454
Upper Stony,DWR,UF4,Unimpaired,C,2,11,mean,1785.714286,29.77758576
Upper Stony,DWR,UF4,Unimpaired,C,3,12,mean,10214.28571,165.5385945
Upper Stony,DWR,UF4,Unimpaired,C,4,1,mean,25714.28571,409.3086957
Upper Stony,DWR,UF4,Unimpaired,C,5,2,mean,28642.85714,504.3440653
Upper Stony,DWR,UF4,Unimpaired,C,6,3,mean,30285.71429,486.7778538
Upper Stony,DWR,UF4,Unimpaired,C,7,4,mean,15142.85714,250.6506016
Upper Stony,DWR,UF4,Unimpaired,C,8,5,mean,6357.142857,102.0821333
Upper Stony,DWR,UF4,Unimpaired,C,9,6,mean,1928.571429,32.21710189
Upper Stony,DWR,UF4,Unimpaired,C,10,7,mean,0,0
Upper Stony,DWR,UF4,Unimpaired,C,11,8,mean,71.42857143,1.125372024
Upper Stony,DWR,UF4,Unimpaired,C,12,9,mean,0,0
Upper Stony,DWR,UF4,Unimpaired,C,1,10,stdev,1157.868447,18.81693922
Upper Stony,DWR,UF4,Unimpaired,C,2,11,stdev,1672.334684,27.87907144
Upper Stony,DWR,UF4,Unimpaired,C,3,12,stdev,15758.65365,256.3674132
Upper Stony,DWR,UF4,Unimpaired,C,4,1,stdev,38359.491,604.0922486
Upper Stony,DWR,UF4,Unimpaired,C,5,2,stdev,32279.08859,560.2872564
Upper Stony,DWR,UF4,Unimpaired,C,6,3,stdev,24215.15283,388.7418011
Upper Stony,DWR,UF4,Unimpaired,C,7,4,stdev,14179.38451,232.6030808
