huc8_name,source_author,source_gage,source_sensor,wy,wy_mo,cy,cy_mo,mo_days,wy_type,af,cfs
Navarro,CNRFC,NVRC1,NA,2019,6,2019,3,31,NA,104458.2,1698.85
Navarro,CNRFC,NVRC1,NA,2019,7,2019,4,30,NA,28134,472.81
Navarro,CNRFC,NVRC1,NA,2019,8,2019,5,31,NA,37754.9,614.02
Navarro,CNRFC,NVRC1,NA,2019,9,2019,6,30,NA,7711.3,129.59
Navarro,CNRFC,NVRC1,NA,2019,10,2019,7,31,NA,2962.4,48.18
Navarro,CNRFC,NVRC1,NA,2019,11,2019,8,31,NA,1671.4,27.18
Navarro,CNRFC,NVRC1,NA,2019,12,2019,9,30,NA,627.3,10.54
Navarro,CNRFC,NVRC1,NA,2020,1,2019,10,31,NA,582.5,9.47
Navarro,CNRFC,NVRC1,NA,2020,2,2019,11,30,NA,769.3,12.93
Navarro,CNRFC,NVRC1,NA,2020,3,2019,12,31,NA,14690.7,238.92
Navarro,CNRFC,NVRC1,NA,2020,4,2020,1,31,NA,20970.5,341.05
Navarro,CNRFC,NVRC1,NA,2020,5,2020,2,29,NA,7081.1,123.11
Navarro,CNRFC,NVRC1,NA,2020,6,2020,3,31,NA,3646.9,59.31
Navarro,CNRFC,NVRC1,NA,2020,7,2020,4,30,NA,4197.6,70.54
Navarro,CNRFC,NVRC1,NA,2020,8,2020,5,31,NA,2011.8,32.72
Navarro,CNRFC,NVRC1,NA,2020,9,2020,6,30,NA,1004.3,16.88
Navarro,CNRFC,NVRC1,NA,2020,10,2020,7,31,NA,122.7,2
Navarro,CNRFC,NVRC1,NA,2020,11,2020,8,31,NA,61.5,1
Navarro,CNRFC,NVRC1,NA,2020,12,2020,9,30,NA,57.8,0.97
