huc8_name,s_scenario,rept_month,af_monthly
Upper Merced,"Forecast: Unimpaired flow at MMF, 75% Probability Of Exceedance (3/1/2022)",7,11000
Upper Merced,"Forecast: Unimpaired flow at MMF, 50% Probability Of Exceedance (3/1/2022)",7,15000
Upper Merced,"Forecast: Unimpaired flow at MMF, 25% Probability Of Exceedance (3/1/2022)",7,40000
Upper Merced,"Forecast: Unimpaired flow at MMF, 10% Probability Of Exceedance (3/1/2022)",7,64000
Upper Merced,"Forecast: Unimpaired flow at MMF, 99% Probability Of Exceedance (3/1/2022)",8,0
Upper Merced,"Forecast: Unimpaired flow at MMF, 90% Probability Of Exceedance (3/1/2022)",8,1000
Upper Merced,"Forecast: Unimpaired flow at MMF, 75% Probability Of Exceedance (3/1/2022)",8,3000
Upper Merced,"Forecast: Unimpaired flow at MMF, 50% Probability Of Exceedance (3/1/2022)",8,4000
Upper Merced,"Forecast: Unimpaired flow at MMF, 25% Probability Of Exceedance (3/1/2022)",8,9000
Upper Merced,"Forecast: Unimpaired flow at MMF, 10% Probability Of Exceedance (3/1/2022)",8,12000
Upper Merced,"Forecast: Unimpaired flow at MMF, 99% Probability Of Exceedance (3/1/2022)",9,0
Upper Merced,"Forecast: Unimpaired flow at MMF, 90% Probability Of Exceedance (3/1/2022)",9,0
Upper Merced,"Forecast: Unimpaired flow at MMF, 75% Probability Of Exceedance (3/1/2022)",9,0
Upper Merced,"Forecast: Unimpaired flow at MMF, 50% Probability Of Exceedance (3/1/2022)",9,1000
Upper Merced,"Forecast: Unimpaired flow at MMF, 25% Probability Of Exceedance (3/1/2022)",9,5000
Upper Merced,"Forecast: Unimpaired flow at MMF, 10% Probability Of Exceedance (3/1/2022)",9,6000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 99% Probability Of Exceedance (3/1/2022)",3,36000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 90% Probability Of Exceedance (3/1/2022)",3,54000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 75% Probability Of Exceedance (3/1/2022)",3,83000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 50% Probability Of Exceedance (3/1/2022)",3,111000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 25% Probability Of Exceedance (3/1/2022)",3,149000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 10% Probability Of Exceedance (3/1/2022)",3,168000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 99% Probability Of Exceedance (3/1/2022)",4,64000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 90% Probability Of Exceedance (3/1/2022)",4,120000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 75% Probability Of Exceedance (3/1/2022)",4,160000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 50% Probability Of Exceedance (3/1/2022)",4,200000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 25% Probability Of Exceedance (3/1/2022)",4,235000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 10% Probability Of Exceedance (3/1/2022)",4,269000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 99% Probability Of Exceedance (3/1/2022)",5,100000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 90% Probability Of Exceedance (3/1/2022)",5,191000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 75% Probability Of Exceedance (3/1/2022)",5,265000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 50% Probability Of Exceedance (3/1/2022)",5,340000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 25% Probability Of Exceedance (3/1/2022)",5,400000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 10% Probability Of Exceedance (3/1/2022)",5,459000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 99% Probability Of Exceedance (3/1/2022)",6,58000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 90% Probability Of Exceedance (3/1/2022)",6,124000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 75% Probability Of Exceedance (3/1/2022)",6,177000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 50% Probability Of Exceedance (3/1/2022)",6,230000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 25% Probability Of Exceedance (3/1/2022)",6,334000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 10% Probability Of Exceedance (3/1/2022)",6,440000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 99% Probability Of Exceedance (3/1/2022)",7,18000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 90% Probability Of Exceedance (3/1/2022)",7,35000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 75% Probability Of Exceedance (3/1/2022)",7,58000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 50% Probability Of Exceedance (3/1/2022)",7,80000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 25% Probability Of Exceedance (3/1/2022)",7,141000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 10% Probability Of Exceedance (3/1/2022)",7,202000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 99% Probability Of Exceedance (3/1/2022)",8,12000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 90% Probability Of Exceedance (3/1/2022)",8,16000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 75% Probability Of Exceedance (3/1/2022)",8,20000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 50% Probability Of Exceedance (3/1/2022)",8,25000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 25% Probability Of Exceedance (3/1/2022)",8,37000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 10% Probability Of Exceedance (3/1/2022)",8,52000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 99% Probability Of Exceedance (3/1/2022)",9,5000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 90% Probability Of Exceedance (3/1/2022)",9,8000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 75% Probability Of Exceedance (3/1/2022)",9,10000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 50% Probability Of Exceedance (3/1/2022)",9,12000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 25% Probability Of Exceedance (3/1/2022)",9,17000
Upper San Joaquin,"Forecast: Unimpaired flow at MIL, 10% Probability Of Exceedance (3/1/2022)",9,23000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 99% Probability Of Exceedance (3/1/2022)",3,25000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 90% Probability Of Exceedance (3/1/2022)",3,42000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 75% Probability Of Exceedance (3/1/2022)",3,64000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 50% Probability Of Exceedance (3/1/2022)",3,92000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 25% Probability Of Exceedance (3/1/2022)",3,137000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 10% Probability Of Exceedance (3/1/2022)",3,173000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 99% Probability Of Exceedance (3/1/2022)",4,39000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 90% Probability Of Exceedance (3/1/2022)",4,80000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 75% Probability Of Exceedance (3/1/2022)",4,117000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 50% Probability Of Exceedance (3/1/2022)",4,154000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 25% Probability Of Exceedance (3/1/2022)",4,196000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 10% Probability Of Exceedance (3/1/2022)",4,239000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 99% Probability Of Exceedance (3/1/2022)",5,44000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 90% Probability Of Exceedance (3/1/2022)",5,94000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 75% Probability Of Exceedance (3/1/2022)",5,139000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 50% Probability Of Exceedance (3/1/2022)",5,184000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 25% Probability Of Exceedance (3/1/2022)",5,252000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 10% Probability Of Exceedance (3/1/2022)",5,320000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 99% Probability Of Exceedance (3/1/2022)",6,18000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 90% Probability Of Exceedance (3/1/2022)",6,39000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 75% Probability Of Exceedance (3/1/2022)",6,62000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 50% Probability Of Exceedance (3/1/2022)",6,85000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 25% Probability Of Exceedance (3/1/2022)",6,143000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 10% Probability Of Exceedance (3/1/2022)",6,200000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 99% Probability Of Exceedance (3/1/2022)",7,4000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 90% Probability Of Exceedance (3/1/2022)",7,7000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 75% Probability Of Exceedance (3/1/2022)",7,12000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 50% Probability Of Exceedance (3/1/2022)",7,17000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 25% Probability Of Exceedance (3/1/2022)",7,39000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 10% Probability Of Exceedance (3/1/2022)",7,61000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 99% Probability Of Exceedance (3/1/2022)",8,1000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 90% Probability Of Exceedance (3/1/2022)",8,3000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 75% Probability Of Exceedance (3/1/2022)",8,5000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 50% Probability Of Exceedance (3/1/2022)",8,6000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 25% Probability Of Exceedance (3/1/2022)",8,9000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 10% Probability Of Exceedance (3/1/2022)",8,12000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 99% Probability Of Exceedance (3/1/2022)",9,0
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 90% Probability Of Exceedance (3/1/2022)",9,1000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 75% Probability Of Exceedance (3/1/2022)",9,2000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 50% Probability Of Exceedance (3/1/2022)",9,3000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 25% Probability Of Exceedance (3/1/2022)",9,5000
Upper Stanislaus,"Forecast: Unimpaired flow at GDW, 10% Probability Of Exceedance (3/1/2022)",9,6000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 99% Probability Of Exceedance (3/1/2022)",3,58000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 90% Probability Of Exceedance (3/1/2022)",3,75000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 75% Probability Of Exceedance (3/1/2022)",3,102000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 50% Probability Of Exceedance (3/1/2022)",3,130000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 25% Probability Of Exceedance (3/1/2022)",3,180000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 10% Probability Of Exceedance (3/1/2022)",3,226000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 99% Probability Of Exceedance (3/1/2022)",4,83000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 90% Probability Of Exceedance (3/1/2022)",4,128000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 75% Probability Of Exceedance (3/1/2022)",4,174000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 50% Probability Of Exceedance (3/1/2022)",4,220000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 25% Probability Of Exceedance (3/1/2022)",4,263000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 10% Probability Of Exceedance (3/1/2022)",4,306000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 99% Probability Of Exceedance (3/1/2022)",5,110000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 90% Probability Of Exceedance (3/1/2022)",5,192000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 75% Probability Of Exceedance (3/1/2022)",5,260000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 50% Probability Of Exceedance (3/1/2022)",5,330000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 25% Probability Of Exceedance (3/1/2022)",5,409000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 10% Probability Of Exceedance (3/1/2022)",5,489000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 99% Probability Of Exceedance (3/1/2022)",6,50000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 90% Probability Of Exceedance (3/1/2022)",6,94000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 75% Probability Of Exceedance (3/1/2022)",6,125000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 50% Probability Of Exceedance (3/1/2022)",6,153000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 25% Probability Of Exceedance (3/1/2022)",6,265000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 10% Probability Of Exceedance (3/1/2022)",6,377000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 99% Probability Of Exceedance (3/1/2022)",7,12000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 90% Probability Of Exceedance (3/1/2022)",7,16000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 75% Probability Of Exceedance (3/1/2022)",7,21000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 50% Probability Of Exceedance (3/1/2022)",7,27000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 25% Probability Of Exceedance (3/1/2022)",7,83000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 10% Probability Of Exceedance (3/1/2022)",7,138000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 99% Probability Of Exceedance (3/1/2022)",8,3000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 90% Probability Of Exceedance (3/1/2022)",8,5000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 75% Probability Of Exceedance (3/1/2022)",8,7000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 50% Probability Of Exceedance (3/1/2022)",8,8000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 25% Probability Of Exceedance (3/1/2022)",8,15000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 10% Probability Of Exceedance (3/1/2022)",8,21000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 99% Probability Of Exceedance (3/1/2022)",9,1000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 90% Probability Of Exceedance (3/1/2022)",9,2000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 75% Probability Of Exceedance (3/1/2022)",9,3000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 50% Probability Of Exceedance (3/1/2022)",9,4000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 25% Probability Of Exceedance (3/1/2022)",9,7000
Upper Tuolumne,"Forecast: Unimpaired flow at TLG, 10% Probability Of Exceedance (3/1/2022)",9,10000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 99% Probability Of Exceedance (3/1/2022)",3,70000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 90% Probability Of Exceedance (3/1/2022)",3,115000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 75% Probability Of Exceedance (3/1/2022)",3,160000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 50% Probability Of Exceedance (3/1/2022)",3,215000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 25% Probability Of Exceedance (3/1/2022)",3,345000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 10% Probability Of Exceedance (3/1/2022)",3,425000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 99% Probability Of Exceedance (3/1/2022)",4,95000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 90% Probability Of Exceedance (3/1/2022)",4,160000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 75% Probability Of Exceedance (3/1/2022)",4,205000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 50% Probability Of Exceedance (3/1/2022)",4,260000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 25% Probability Of Exceedance (3/1/2022)",4,370000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 10% Probability Of Exceedance (3/1/2022)",4,460000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 99% Probability Of Exceedance (3/1/2022)",5,80000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 90% Probability Of Exceedance (3/1/2022)",5,125000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 75% Probability Of Exceedance (3/1/2022)",5,190000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 50% Probability Of Exceedance (3/1/2022)",5,275000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 25% Probability Of Exceedance (3/1/2022)",5,390000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 10% Probability Of Exceedance (3/1/2022)",5,515000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 99% Probability Of Exceedance (3/1/2022)",6,30000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 90% Probability Of Exceedance (3/1/2022)",6,50000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 75% Probability Of Exceedance (3/1/2022)",6,65000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 50% Probability Of Exceedance (3/1/2022)",6,90000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 25% Probability Of Exceedance (3/1/2022)",6,195000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 10% Probability Of Exceedance (3/1/2022)",6,280000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 99% Probability Of Exceedance (3/1/2022)",7,5000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 90% Probability Of Exceedance (3/1/2022)",7,15000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 75% Probability Of Exceedance (3/1/2022)",7,20000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 50% Probability Of Exceedance (3/1/2022)",7,25000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 25% Probability Of Exceedance (3/1/2022)",7,50000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 10% Probability Of Exceedance (3/1/2022)",7,65000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 99% Probability Of Exceedance (3/1/2022)",8,1000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 90% Probability Of Exceedance (3/1/2022)",8,6000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 75% Probability Of Exceedance (3/1/2022)",8,11000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 50% Probability Of Exceedance (3/1/2022)",8,14000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 25% Probability Of Exceedance (3/1/2022)",8,25000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 10% Probability Of Exceedance (3/1/2022)",8,34000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 99% Probability Of Exceedance (3/1/2022)",9,1000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 90% Probability Of Exceedance (3/1/2022)",9,6000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 75% Probability Of Exceedance (3/1/2022)",9,11000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 50% Probability Of Exceedance (3/1/2022)",9,13000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 25% Probability Of Exceedance (3/1/2022)",9,22000
Upper Yuba,"Forecast: Unimpaired flow at YRS, 10% Probability Of Exceedance (3/1/2022)",9,32000
